date,day_of_data,day_of_week,direction_of_travel_name,fips_state_code,functional_classification_name,month_of_data,station_id,traffic_volume_counted_after_0000_to_0100,traffic_volume_counted_after_0100_to_0200,traffic_volume_counted_after_0200_to_0300,traffic_volume_counted_after_0300_to_0400,traffic_volume_counted_after_0400_to_0500,traffic_volume_counted_after_0500_to_0600,traffic_volume_counted_after_0600_to_0700,traffic_volume_counted_after_0700_to_0800,traffic_volume_counted_after_0800_to_0900,traffic_volume_counted_after_0900_to_1000,traffic_volume_counted_after_1000_to_1100,traffic_volume_counted_after_1100_to_1200,traffic_volume_counted_after_1200_to_1300,traffic_volume_counted_after_1300_to_1400,traffic_volume_counted_after_1400_to_1500,traffic_volume_counted_after_1500_to_1600,traffic_volume_counted_after_1600_to_1700,traffic_volume_counted_after_1700_to_1800,traffic_volume_counted_after_1800_to_1900,traffic_volume_counted_after_1900_to_2000,traffic_volume_counted_after_2000_to_2100,traffic_volume_counted_after_2100_to_2200,traffic_volume_counted_after_2200_to_2300,traffic_volume_counted_after_2300_to_2400,year_of_data,month_name_of_data,day_name_of_week,sum_of_traffic_on_this_date,state_names,state_names_full
4/2/15,2,5,West,18,Rural,4,200202,13,14,11,38,113,174,110,157,167,170,183,176,199,207,213,254,232,177,112,77,72,43,47,23,15,April,Thursday,2982,IN,Indiana
4/2/15,2,5,West,16,Urban,4,103,6,3,4,0,12,71,143,280,169,146,114,156,139,171,162,155,181,146,137,78,54,33,20,5,15,April,Thursday,2385,ID,Idaho
4/2/15,2,5,West,48,Rural,4,2207,22,16,12,16,25,37,44,68,88,89,97,68,66,90,115,129,138,127,144,106,92,63,65,62,15,April,Thursday,1779,TX,Texas
4/3/15,3,6,North,20,Rural,4,3I7YJ5,6,7,1,1,1,7,11,25,17,27,25,19,26,22,28,30,43,45,28,30,26,25,12,10,15,April,Friday,472,KS,Kansas
4/3/15,3,6,North,39,Urban,4,765,5,4,1,0,6,36,90,143,153,153,159,212,255,248,227,225,245,232,234,132,95,57,33,16,15,April,Friday,2961,OH,Ohio
4/3/15,3,6,North,12,Urban,4,700114,20,21,11,15,26,81,237,400,405,401,386,345,402,365,344,335,363,371,296,221,154,113,115,69,15,April,Friday,5496,FL,Florida
4/3/15,3,6,North,13,Urban,4,267,26,15,12,31,61,156,336,596,505,467,503,596,479,462,420,435,413,441,352,319,291,178,82,54,15,April,Friday,7230,GA,Georgia
4/4/15,4,7,West,32,Urban,4,311220,49,34,22,26,20,23,38,55,84,104,147,167,196,159,165,206,202,177,168,151,150,90,85,60,15,April,Saturday,2578,NV,Nevada
4/4/15,4,7,West,19,Urban,4,823,27,24,18,14,10,38,91,180,262,355,495,548,438,449,420,407,358,328,277,250,207,161,151,93,15,April,Saturday,5601,IA,Iowa
4/4/15,4,7,South,53,Rural,4,B03AAA,76,44,30,36,40,58,107,173,269,366,409,463,431,420,417,405,427,404,336,299,237,197,152,93,15,April,Saturday,5889,WA,Washington
4/4/15,4,7,West,4,Urban,4,101883,1024,643,510,626,1103,2188,3404,4541,5634,6187,6486,7344,7251,6851,6599,6469,6716,6466,5837,4967,4269,3492,2756,1818,15,April,Saturday,103181,AZ,Arizona
4/5/15,5,1,West,53,Urban,4,R021AA,88,47,35,21,20,36,61,102,141,204,276,378,379,391,366,356,344,290,304,262,167,145,85,56,15,April,Sunday,4554,WA,Washington
4/5/15,5,1,West,40,Urban,4,AVC015,14,12,4,2,1,1,2,12,13,39,57,117,107,86,90,99,122,118,100,69,50,28,12,9,15,April,Sunday,1164,OK,Oklahoma
4/5/15,5,1,South,18,Rural,4,790102,47,31,11,9,11,13,32,32,67,127,150,243,251,240,214,223,290,301,289,256,170,153,84,29,15,April,Sunday,3273,IN,Indiana
4/5/15,5,1,North,4,Urban,4,101237,853,482,515,342,297,464,815,1303,1744,2304,2982,3230,3909,3749,3440,3236,3134,2768,2822,2789,2094,1344,867,486,15,April,Sunday,45969,AZ,Arizona
4/5/15,5,1,East,39,Urban,4,756,111,83,50,40,34,57,96,161,216,300,348,509,600,545,473,527,548,511,564,483,411,294,197,123,15,April,Sunday,7281,OH,Ohio
4/6/15,6,2,West,17,Rural,4,2040,200,177,116,120,128,167,289,459,561,500,613,679,759,781,832,951,926,895,670,703,577,466,414,302,15,April,Monday,12285,IL,Illinois
4/6/15,6,2,West,48,Rural,4,145,434,316,213,226,358,865,1312,1439,1341,1382,1368,1501,1505,1542,1586,1598,1432,1377,1290,1053,775,704,542,408,15,April,Monday,24567,TX,Texas
4/6/15,6,2,South,13,Urban,4,238,55,40,33,50,110,354,435,502,357,279,294,329,347,365,388,427,514,551,323,269,217,203,120,95,15,April,Monday,6657,GA,Georgia
4/6/15,6,2,South,1,Rural,4,42,24,22,19,13,20,26,99,105,179,111,168,190,184,209,248,230,210,242,248,139,61,47,27,30,15,April,Monday,2851,AL,Alabama
4/7/15,7,3,North,56,Rural,4,84,4,3,2,4,43,78,116,144,132,115,150,184,169,136,129,89,122,124,110,69,73,28,12,6,15,April,Tuesday,2042,WY,Wyoming
4/7/15,7,3,North,40,Rural,4,AVC029,110,70,83,100,116,146,201,262,267,294,355,360,373,376,355,413,379,352,260,295,218,197,145,133,15,April,Tuesday,5860,OK,Oklahoma
4/7/15,7,3,West,4,Rural,4,100500,123,132,111,88,157,185,282,365,370,421,514,503,564,540,526,545,432,364,289,248,182,195,148,181,15,April,Tuesday,7465,AZ,Arizona
4/7/15,7,3,East,32,Urban,4,35210,35,30,21,12,38,112,346,678,622,572,508,567,635,675,684,630,581,559,391,273,198,157,102,75,15,April,Tuesday,8501,NV,Nevada
4/7/15,7,3,North,35,Urban,4,SF-D00,18,5,8,10,26,67,202,485,545,514,542,616,601,587,566,587,604,508,397,305,170,89,51,23,15,April,Tuesday,7526,NM,New Mexico
4/7/15,7,3,East,16,Urban,4,249,15,8,8,6,15,30,56,140,163,123,120,181,216,221,234,217,254,296,257,164,122,97,49,31,15,April,Tuesday,3023,ID,Idaho
4/7/15,7,3,South,39,Rural,4,784,22,15,22,20,53,165,450,477,409,262,219,237,193,259,254,285,307,285,208,119,119,87,40,28,15,April,Tuesday,4535,OH,Ohio
4/7/15,7,3,South,8,Urban,4,107556,50,28,23,22,55,185,395,737,724,528,429,446,449,311,634,955,965,896,696,534,360,269,173,84,15,April,Tuesday,9948,CO,Colorado
4/7/15,7,3,South,21,Rural,4,015P72,237,203,208,172,250,243,385,538,636,660,693,758,713,767,844,868,924,749,669,561,494,441,350,278,15,April,Tuesday,12641,KY,Kentucky
4/8/15,8,4,South,48,Rural,4,18,32,26,29,19,37,55,115,224,289,249,254,307,312,342,338,381,456,714,427,271,259,174,71,56,15,April,Wednesday,5437,TX,Texas
4/8/15,8,4,North,12,Urban,4,80294,40,22,16,14,17,38,99,197,193,226,258,322,326,331,357,369,416,436,358,254,210,159,101,54,15,April,Wednesday,4813,FL,Florida
4/8/15,8,4,East,6,Rural,4,119320,194,128,120,161,236,616,1433,2237,1922,1376,1316,1401,1479,1778,2032,2445,2674,2362,1979,1458,1122,840,604,369,15,April,Wednesday,30282,CA,California
4/8/15,8,4,North,55,Urban,4,440105,9,5,3,9,30,114,321,540,385,269,238,259,299,271,421,569,847,695,276,138,74,56,59,22,15,April,Wednesday,5909,WI,Wisconsin
4/8/15,8,4,North,1,Rural,4,50,125,96,102,109,163,192,365,343,354,309,339,358,375,361,486,504,533,493,345,253,220,212,198,188,15,April,Wednesday,7023,AL,Alabama
4/8/15,8,4,South,53,Rural,4,P15AAA,29,19,12,10,48,77,121,176,192,163,174,184,180,218,221,236,275,299,185,147,124,100,48,29,15,April,Wednesday,3267,WA,Washington
4/8/15,8,4,West,36,Urban,4,4483,10,2,2,4,7,20,69,182,175,122,113,132,137,116,124,176,164,152,99,55,50,27,23,16,15,April,Wednesday,1977,NY,New York
4/8/15,8,4,West,13,Urban,4,288,14,7,5,22,105,493,1793,1538,1245,874,563,417,401,396,373,348,307,412,460,260,189,173,90,38,15,April,Wednesday,10523,GA,Georgia
4/9/15,9,5,North,48,Rural,4,287,3,4,6,2,12,23,29,44,36,36,34,35,45,48,40,49,45,65,41,47,24,24,13,6,15,April,Thursday,711,TX,Texas
4/9/15,9,5,East,13,Rural,4,125,88,48,44,40,82,136,161,197,238,299,390,432,452,501,593,623,600,610,635,449,409,307,236,165,15,April,Thursday,7735,GA,Georgia
4/9/15,9,5,West,55,Rural,4,130010,24,19,21,44,131,430,897,1263,923,515,433,430,423,418,355,422,445,438,332,204,172,164,104,65,15,April,Thursday,8672,WI,Wisconsin
4/11/15,11,7,South,53,Rural,4,B03AAA,74,48,31,44,45,62,118,180,295,374,424,422,452,408,420,425,376,379,328,310,309,229,183,95,15,April,Saturday,6031,WA,Washington
4/11/15,11,7,East,13,Urban: Collector,4,104,1,0,2,4,3,9,41,15,9,19,13,11,28,6,4,7,8,5,7,6,2,2,6,1,15,April,Saturday,209,GA,Georgia
4/11/15,11,7,East,53,Rural,4,P08AAA,115,71,74,62,72,119,213,279,351,430,524,574,596,594,595,644,667,644,557,463,440,350,265,190,15,April,Saturday,8889,WA,Washington
4/11/15,11,7,West,39,Urban,4,707,210,176,186,203,384,521,627,750,839,910,904,914,874,883,913,910,895,825,736,637,540,437,309,199,15,April,Saturday,14782,OH,Ohio
4/11/15,11,7,North,51,Rural,4,791023,55,54,82,71,97,66,89,147,151,233,268,232,256,255,256,260,227,231,153,165,111,96,78,70,15,April,Saturday,3703,VA,Virginia
4/11/15,11,7,North,10,Rural,4,8037,137,108,89,103,131,260,406,471,568,678,710,740,707,779,834,859,833,831,737,601,531,465,353,273,15,April,Saturday,12204,DE,Delaware
4/11/15,11,7,South,41,Rural,4,16002,82,61,53,31,49,62,122,184,273,385,453,481,444,472,518,518,468,478,404,269,240,164,132,72,15,April,Saturday,6415,OR,Oregon
4/11/15,11,7,East,47,Rural,4,17,66,44,50,35,66,94,162,208,329,381,411,459,406,419,448,469,402,398,326,179,269,201,161,95,15,April,Saturday,6078,TN,Tennessee
4/11/15,11,7,West,13,Urban,4,95,45,26,21,19,18,29,69,129,176,251,319,337,362,364,390,417,384,378,412,375,314,217,159,116,15,April,Saturday,5327,GA,Georgia
4/12/15,12,1,North,16,Rural,4,68,12,8,4,8,10,27,53,86,107,201,225,231,236,259,220,224,212,217,205,138,133,100,53,46,15,April,Sunday,3015,ID,Idaho
4/12/15,12,1,East,12,Rural,4,340239,7,1,1,0,3,3,8,25,34,68,98,97,77,94,87,91,92,74,50,40,34,12,3,2,15,April,Sunday,1001,FL,Florida
4/12/15,12,1,North,12,Urban,4,700345,121,66,64,36,35,55,115,122,206,310,332,349,373,367,369,348,328,305,298,259,210,190,162,82,15,April,Sunday,5102,FL,Florida
4/13/15,13,2,North,10,Rural,4,8065,3,0,2,5,2,19,32,34,31,37,35,23,30,27,33,36,45,49,35,19,27,11,7,4,15,April,Monday,546,DE,Delaware
4/14/15,14,3,North,51,Urban,4,150094,6,13,18,52,152,196,186,171,162,130,132,120,106,153,134,102,130,108,62,75,54,32,18,16,15,April,Tuesday,2328,VA,Virginia
4/14/15,14,3,East,39,Urban,4,752,279,186,159,125,185,347,678,1053,1056,989,964,1027,1143,1148,1422,1756,1619,1444,1253,1166,1043,818,568,511,15,April,Tuesday,20939,OH,Ohio
4/14/15,14,3,South,55,Urban,4,560001,199,168,149,144,172,222,341,505,535,548,529,553,546,606,586,581,615,581,494,430,362,299,281,254,15,April,Tuesday,9700,WI,Wisconsin
4/14/15,14,3,East,36,Urban,4,798,116,38,24,12,22,81,184,292,502,570,524,406,526,676,1064,1038,1207,1388,1161,551,465,278,140,93,15,April,Tuesday,11358,NY,New York
4/15/15,15,4,North,39,Urban,4,630,99,56,58,96,168,359,902,1270,1091,858,732,684,727,721,684,818,1018,1136,834,581,452,371,277,193,15,April,Wednesday,14185,OH,Ohio
4/15/15,15,4,West,40,Rural,4,AVC054,114,76,72,82,84,118,136,152,210,229,262,282,243,276,261,265,278,244,229,197,196,182,125,123,15,April,Wednesday,4436,OK,Oklahoma
4/15/15,15,4,North,21,Urban,4,019P97,157,78,49,67,81,266,656,1192,993,711,617,683,663,663,734,937,1176,1272,934,626,574,464,271,228,15,April,Wednesday,14092,KY,Kentucky
4/15/15,15,4,East,29,Urban,4,6012,184,207,114,104,178,341,859,1439,1317,1121,928,894,869,920,997,1028,1151,1050,1084,789,650,543,432,292,15,April,Wednesday,17491,MO,Missouri
4/16/15,16,5,South,15,Rural,4,83016,23,10,6,20,78,201,261,374,349,342,300,275,319,328,407,521,484,397,332,349,121,112,64,39,15,April,Thursday,5712,HI,Hawaii
4/16/15,16,5,North,28,Rural,4,550530,104,87,79,93,88,139,244,417,412,444,452,547,533,513,606,769,825,814,600,450,353,280,241,122,15,April,Thursday,9212,MS,Mississippi
4/16/15,16,5,North,49,Urban,4,616,132,57,29,29,68,218,558,794,926,925,941,978,978,1138,1324,1646,1520,1526,1369,977,866,757,505,256,15,April,Thursday,18517,UT,Utah
4/17/15,17,6,North,15,Urban,4,00C10K,128,96,99,229,805,1421,1128,1019,1207,1109,1168,1077,1013,1085,1167,1297,1226,1093,836,723,585,552,401,268,15,April,Friday,19732,HI,Hawaii
4/17/15,17,6,West,51,Rural,4,30194,46,37,37,51,46,123,167,227,225,240,305,291,294,328,377,417,405,436,364,277,235,166,177,121,15,April,Friday,5392,VA,Virginia
4/17/15,17,6,South,51,Rural,4,10462,29,29,14,25,47,129,208,288,361,338,368,383,424,404,452,518,564,566,390,289,229,215,145,93,15,April,Friday,6508,VA,Virginia
4/17/15,17,6,North,36,Urban,4,5382,32,21,21,19,22,73,164,311,416,383,398,552,665,661,605,686,757,776,668,589,471,378,245,154,15,April,Friday,9067,NY,New York
4/17/15,17,6,South,28,Urban,4,610830,234,136,111,98,97,152,373,591,593,621,738,810,929,982,1036,677,799,1036,807,755,737,694,558,492,15,April,Friday,14056,MS,Mississippi
4/18/15,18,7,South,32,Urban,4,31230,304,215,209,222,236,404,610,784,887,822,885,927,963,950,933,950,889,909,852,772,631,644,568,485,15,April,Saturday,16051,NV,Nevada
4/18/15,18,7,South,6,Urban,4,35620,123,79,47,69,117,200,343,488,641,687,722,775,716,611,587,573,694,532,573,461,395,381,280,174,15,April,Saturday,10268,CA,California
4/18/15,18,7,East,39,Urban,4,530,57,43,29,17,21,38,98,134,233,269,304,354,366,354,420,379,405,365,342,210,219,168,138,99,15,April,Saturday,5062,OH,Ohio
4/18/15,18,7,South,12,Rural,4,120273,23,15,13,14,18,33,45,73,124,111,153,148,201,177,177,193,170,142,131,99,95,71,57,34,15,April,Saturday,2317,FL,Florida
4/18/15,18,7,East,36,Urban,4,597,440,246,201,264,441,638,745,687,738,786,848,921,860,902,937,986,920,843,861,841,847,905,818,686,15,April,Saturday,17361,NY,New York
4/19/15,19,1,West,16,Urban,4,195,152,75,65,52,37,57,84,186,232,395,543,621,711,765,685,799,743,684,621,481,382,273,200,99,15,April,Sunday,8942,ID,Idaho
4/19/15,19,1,East,53,Urban,4,R098EA,81,59,40,38,49,60,129,237,312,412,580,704,735,786,750,746,725,614,541,510,349,234,143,88,15,April,Sunday,8922,WA,Washington
4/19/15,19,1,North,4,Urban,4,100342,2060,1339,1279,992,817,965,1496,2020,2468,3154,3553,3604,3982,4024,4091,4039,3988,3918,4063,3645,3348,2833,2349,1696,15,April,Sunday,65723,AZ,Arizona
4/19/15,19,1,West,51,Urban,4,140104,51,43,28,34,33,39,65,99,151,226,257,222,307,317,399,320,275,273,292,189,132,110,78,47,15,April,Sunday,3987,VA,Virginia
4/19/15,19,1,West,39,Urban,4,547,139,66,60,47,34,47,79,145,103,204,242,221,240,222,290,283,230,287,240,205,174,136,109,80,15,April,Sunday,3883,OH,Ohio
4/20/15,20,2,West,49,Urban,4,382,1,0,0,0,1,2,7,14,20,38,45,48,45,58,76,58,51,59,63,39,51,30,26,7,15,April,Monday,739,UT,Utah
4/20/15,20,2,West,17,Urban,4,2500,22,16,4,12,9,37,85,243,354,322,221,268,263,263,267,297,468,457,302,232,144,83,66,28,15,April,Monday,4463,IL,Illinois
4/20/15,20,2,South,46,Rural,4,195,0,1,0,0,4,1,4,17,18,25,25,32,24,26,26,30,33,41,26,13,14,8,5,0,15,April,Monday,373,SD,South Dakot
4/20/15,20,2,North,55,Rural,4,420209,1,1,2,2,4,4,23,32,27,27,29,32,23,40,46,71,74,57,34,16,9,8,4,4,15,April,Monday,570,WI,Wisconsin
4/21/15,21,3,North,26,Rural,4,127269,125,83,109,103,140,201,283,331,337,411,391,397,394,384,402,440,415,423,345,287,220,204,177,117,15,April,Tuesday,6719,MI,Michigan
4/21/15,21,3,West,21,Rural,4,113P15,10,10,8,9,17,25,43,72,77,84,85,93,87,92,86,133,107,104,57,52,34,27,10,12,15,April,Tuesday,1334,KY,Kentucky
4/21/15,21,3,North,55,Urban,4,406110,30,32,23,21,37,123,239,416,316,237,245,260,295,264,306,343,400,442,259,200,165,160,86,76,15,April,Tuesday,4975,WI,Wisconsin
4/21/15,21,3,North,12,Urban,4,879947,18,18,21,44,102,238,359,487,431,310,300,284,331,321,325,364,370,417,398,170,77,47,36,22,15,April,Tuesday,5490,FL,Florida
4/21/15,21,3,North,51,Urban,4,10524,56,40,38,35,94,146,305,533,685,536,566,620,754,718,729,970,936,916,609,490,429,334,197,122,15,April,Tuesday,10858,VA,Virginia
4/21/15,21,3,East,53,Rural,4,P09AAA,71,49,51,62,127,401,437,385,324,329,348,359,356,374,376,387,354,402,285,247,214,153,130,78,15,April,Tuesday,6299,WA,Washington
4/22/15,22,4,North,13,Urban,4,317,111,72,45,44,72,284,760,1092,775,546,411,431,653,617,825,1165,1404,1441,907,618,463,448,371,318,15,April,Wednesday,13873,GA,Georgia
4/23/15,23,5,South,28,Urban,4,410220,14,6,5,11,29,108,211,139,124,117,130,207,223,193,188,227,228,248,160,132,105,63,58,40,15,April,Thursday,2966,MS,Mississippi
4/23/15,23,5,South,44,Urban,4,70112,60,35,22,19,42,182,494,949,900,654,588,670,791,717,816,1052,1209,1189,790,551,504,421,320,179,15,April,Thursday,13154,RI,Rhode Island
4/24/15,24,6,North,51,Rural,4,50206,84,58,57,88,82,177,351,522,620,602,739,745,831,777,805,864,975,788,667,518,429,292,227,185,15,April,Friday,11483,VA,Virginia
4/24/15,24,6,West,13,Urban,4,331,129,50,45,99,378,1613,1635,1453,1466,1429,1332,1285,1418,1523,1392,1671,1621,1560,1460,1318,1136,953,615,420,15,April,Friday,26001,GA,Georgia
4/24/15,24,6,North,49,Urban,4,629,248,186,148,212,353,924,1627,1803,1382,1689,1590,1564,1630,1703,1750,1758,1478,1670,1645,1362,1108,993,842,567,15,April,Friday,28232,UT,Utah
4/25/15,25,7,North,56,Rural,4,00055N,5,1,2,0,2,3,5,8,19,19,20,22,33,32,44,42,31,28,26,24,11,15,8,3,15,April,Saturday,403,WY,Wyoming
4/25/15,25,7,North,18,Urban,4,293100,115,70,58,30,42,60,124,287,392,487,600,735,799,715,715,663,675,626,605,521,429,318,227,153,15,April,Saturday,9446,IN,Indiana
4/25/15,25,7,East,17,Urban,4,7080,131,93,59,33,26,56,78,132,243,342,514,576,651,656,613,495,483,562,596,536,446,437,361,232,15,April,Saturday,8351,IL,Illinois
4/25/15,25,7,West,20,Urban,4,ESJPS3,56,24,14,13,12,27,73,141,265,411,572,681,732,691,637,636,620,561,485,387,324,252,140,116,15,April,Saturday,7870,KS,Kansas
4/26/15,26,1,South,55,Urban,4,450001,105,73,68,66,77,113,254,367,487,668,870,996,1003,1000,1043,1011,959,851,708,559,457,297,207,110,15,April,Sunday,12349,WI,Wisconsin
4/26/15,26,1,North,12,Urban,4,170225,246,149,87,104,170,293,483,780,939,1194,1351,1491,1405,1301,1292,1275,1217,1134,1044,843,740,517,383,258,15,April,Sunday,18696,FL,Florida
4/26/15,26,1,North,13,Urban,4,264,63,47,52,47,41,45,66,129,153,291,352,387,435,425,412,495,466,438,386,313,260,164,115,58,15,April,Sunday,5640,GA,Georgia
4/26/15,26,1,West,39,Urban,4,550,27,10,11,11,13,15,20,63,93,155,185,193,288,275,256,241,219,206,174,140,122,62,37,46,15,April,Sunday,2862,OH,Ohio
4/26/15,26,1,North,53,Urban,4,R050AA,35,16,9,9,11,33,60,86,135,273,352,413,502,390,392,389,362,321,270,165,142,76,53,31,15,April,Sunday,4525,WA,Washington
4/27/15,27,2,North,36,Rural,4,5281,6,3,8,5,35,56,126,191,124,103,119,120,124,165,130,150,177,182,115,66,61,52,17,22,15,April,Monday,2157,NY,New York
4/27/15,27,2,South,16,Rural,4,61,1,0,0,0,0,3,1,17,9,15,9,11,14,11,17,23,28,15,15,8,4,11,0,2,15,April,Monday,214,ID,Idaho
4/27/15,27,2,North,40,Rural,4,WIM002,132,91,98,131,158,223,318,422,450,479,515,508,490,505,518,491,451,434,361,271,294,296,224,189,15,April,Monday,8049,OK,Oklahoma
4/27/15,27,2,North,33,Rural,4,265091,9,5,4,6,17,48,87,129,115,122,135,176,164,168,230,227,232,208,132,88,60,54,20,27,15,April,Monday,2463,NH,New Hampshire
4/27/15,27,2,East,51,Rural,4,30214,23,15,24,25,50,100,186,274,259,266,300,244,246,270,208,315,348,300,211,173,130,104,72,38,15,April,Monday,4181,VA,Virginia
4/27/15,27,2,West,12,Urban,4,460305,28,19,15,24,65,144,320,457,458,348,316,326,349,356,358,517,488,553,285,209,139,116,64,39,15,April,Monday,5993,FL,Florida
4/28/15,28,3,North,1,Urban,4,223,11,6,6,4,20,84,397,735,466,313,335,446,469,374,374,399,395,380,276,167,131,90,34,13,15,April,Tuesday,5925,AL,Alabama
4/28/15,28,3,South,55,Urban,4,150417,91,12,12,7,12,60,102,234,208,238,276,328,352,293,370,579,298,331,234,162,114,83,31,33,15,April,Tuesday,4460,WI,Wisconsin
4/28/15,28,3,South,35,Urban,4,TEXICO,31,40,39,35,50,79,156,264,250,221,258,257,279,254,275,317,321,253,209,144,117,88,87,59,15,April,Tuesday,4083,NM,New Mexico
4/28/15,28,3,North,13,Urban,4,80,101,67,66,111,273,723,1106,1002,794,649,566,543,641,661,679,606,650,590,598,443,389,348,279,180,15,April,Tuesday,12065,GA,Georgia
4/29/15,29,4,South,12,Rural,4,890334,71,48,51,89,180,464,844,1063,868,705,621,629,633,644,665,685,696,692,549,438,321,296,227,127,15,April,Wednesday,11606,FL,Florida
4/29/15,29,4,South,13,Urban,4,271,28,25,13,10,24,86,279,742,834,563,486,572,638,626,538,576,600,633,556,413,307,231,138,79,15,April,Wednesday,8997,GA,Georgia
4/29/15,29,4,South,30,Rural,4,135,0,0,0,0,0,0,1,0,0,5,4,2,1,1,3,9,2,1,1,1,0,0,0,0,15,April,Wednesday,31,MT,Montana
4/29/15,29,4,West,2,Rural,4,127,13,10,13,14,41,88,190,449,335,294,320,391,342,369,394,385,382,396,302,183,162,100,60,42,15,April,Wednesday,5275,AK,Alaska
4/29/15,29,4,North,28,Rural,4,240895,53,21,16,18,25,72,154,221,227,192,193,215,201,194,180,290,362,320,177,149,118,87,70,40,15,April,Wednesday,3595,MS,Mississippi
4/30/15,30,5,North,49,Urban,4,629,69,38,38,43,63,230,679,1149,1127,1013,847,898,977,959,1006,1091,1098,1114,972,743,583,560,345,188,15,April,Thursday,15830,UT,Utah
4/30/15,30,5,North,38,Rural,4,277,1,1,1,1,4,5,12,16,19,12,10,13,6,19,16,8,14,11,13,4,5,0,1,6,15,April,Thursday,198,ND,North Dakota
5/1/15,1,6,North,26,Rural,5,44029,16,6,11,5,21,61,125,332,239,224,256,245,215,218,224,223,248,198,174,141,93,90,39,36,15,May,Friday,3440,MI,Michigan
5/1/15,1,6,East,28,Urban,5,360260,12,10,4,4,3,19,87,224,142,124,168,192,227,256,308,323,363,356,232,153,129,108,75,46,15,May,Friday,3565,MS,Mississippi
5/2/15,2,7,South,51,Urban,5,401624,271,152,100,64,73,161,365,635,856,1101,1249,1306,1436,1482,1480,1347,1395,1262,1126,1002,899,730,600,361,15,May,Saturday,19453,VA,Virginia
5/2/15,2,7,East,13,Urban,5,303,131,74,40,26,19,78,182,383,332,495,553,767,695,651,666,635,600,595,547,426,380,303,260,178,15,May,Saturday,9016,GA,Georgia
5/3/15,3,1,North,37,Urban,5,0A9501,10,23,11,10,11,15,29,37,54,98,95,83,126,109,117,122,92,101,81,68,80,68,32,28,15,May,Sunday,1500,NC,North Carolina
5/3/15,3,1,South,33,Urban,5,197003,52,57,14,13,9,31,90,139,193,285,366,486,582,827,901,825,844,706,494,346,219,144,70,43,15,May,Sunday,7736,NH,New Hampshire
5/3/15,3,1,South,34,Urban,5,S02120,120,316,77,45,22,79,123,183,269,400,527,632,762,788,701,753,711,642,623,538,467,357,253,137,15,May,Sunday,9525,NJ,New Jersey
5/4/15,4,2,West,40,Rural,5,WIM007,2,3,1,4,21,30,32,48,38,32,36,37,29,36,36,45,62,32,17,16,12,8,3,4,15,May,Monday,584,OK,Oklahoma
5/4/15,4,2,North,4,Urban,5,100333,337,257,255,375,932,1632,2349,3951,3718,2689,2543,2606,2637,3145,3888,3175,3501,3404,2621,1602,1185,1073,760,526,15,May,Monday,49161,AZ,Arizona
5/4/15,4,2,East,55,Rural,5,356051,9,7,3,7,15,20,60,95,64,69,85,98,102,75,125,168,174,148,96,74,60,43,18,17,15,May,Monday,1632,WI,Wisconsin
5/4/15,4,2,West,5,Urban,5,600870,14,9,15,17,37,143,337,581,296,133,140,123,140,161,170,189,168,161,116,86,53,42,47,24,15,May,Monday,3202,AR,Arkansas
5/4/15,4,2,East,30,Rural,5,113,1,3,1,6,6,10,14,42,33,27,61,47,55,47,43,63,63,49,25,48,23,23,18,10,15,May,Monday,718,MT,Montana
5/4/15,4,2,South,36,Rural,5,4180,9,5,6,11,7,50,115,137,135,120,120,119,158,138,171,194,201,209,115,93,81,42,39,26,15,May,Monday,2301,NY,New York
5/4/15,4,2,South,36,Urban,5,4342,92,44,49,67,141,364,1073,1588,1478,1012,931,883,884,894,996,1188,1302,1254,870,589,466,400,313,189,15,May,Monday,17067,NY,New York
5/4/15,4,2,East,39,Urban,5,121,239,165,142,112,180,311,434,500,737,748,786,833,873,862,944,1125,1145,1102,923,794,668,568,514,467,15,May,Monday,15172,OH,Ohio
5/5/15,5,3,South,13,Rural,5,147,44,40,29,24,49,541,336,470,272,273,350,366,397,649,397,578,575,596,340,262,208,445,151,89,15,May,Tuesday,7481,GA,Georgia
5/5/15,5,3,North-South or Northeast-Southwest combined (ATR stations only),45,Urban,5,145,140,92,76,82,135,300,951,2070,1934,1328,1023,1034,1033,1177,1197,1361,1669,2099,1209,814,593,482,348,252,15,May,Tuesday,21399,SC,South Carolina
5/5/15,5,3,East,24,Rural,5,0P0017,41,34,30,21,78,166,574,1161,930,643,538,714,650,725,747,832,1041,956,557,409,479,325,193,114,15,May,Tuesday,11958,MD,Maryland
5/6/15,6,4,North,51,Urban,5,150124,65,61,46,71,166,386,839,1356,1411,1123,1005,1099,1086,1029,1073,1277,1135,1070,952,698,575,392,217,141,15,May,Wednesday,17273,VA,Virginia
5/6/15,6,4,South,12,Urban,5,970413,107,58,49,58,105,218,561,1085,1141,733,576,554,525,576,606,621,730,854,704,463,330,265,205,120,15,May,Wednesday,11244,FL,Florida
5/6/15,6,4,North,19,Urban,5,808,0,0,1,1,3,10,20,43,40,56,45,72,62,49,75,75,73,77,47,37,39,10,11,3,15,May,Wednesday,849,IA,Iowa
5/6/15,6,4,South,39,Rural,5,533,2,1,1,3,1,15,42,60,49,51,34,60,49,50,43,60,58,80,49,30,23,9,3,5,15,May,Wednesday,778,OH,Ohio
5/6/15,6,4,East,51,Urban,5,150110,118,69,45,37,58,136,394,698,762,646,586,632,643,641,709,795,900,948,705,542,466,427,285,189,15,May,Wednesday,11431,VA,Virginia
